response_catalog_id|response_catalog_description|response_type_cd|response_catalog_header|severity_cd
41154|You did not report an FcFactor and/or FdFactor in the Hourly Operating record.  This is acceptable for legacy data, but after 1/1/2008, these value are needed to calculate CO2 concentration.|CHECK||
41155|You did not report an FcFactor and/or FdFactor in the Hourly Operating record.  These value are needed to calculate CO2 concentration.|CHECK||
41156|You did not report a Maximum Potential Concentration for CO2 in an active Span or Default in your monitoring plan.  If you do not have a CO2 component, you must report this value in a CO2X default record.  This value will be required beginning 1/1/2008.|CHECK||
41157|You reported a FormulaID in the DHV record for H2O, but this field should be blank when missing data substitution is applied.  This will become a requirement on 1/1/2008.|CHECK||
41158|The AdjustedHourlyValue reported in the DHV record for HI is inconsistent with the recalculated apportioned or summed value.|CHECK||
41160|You reported an MODCCode in the DHV record for NOXR.  This field should be blank when you use the Appendix E method to determine the NOx emission rate.|CHECK||
41161|You reported FormulaID [ID] in the DHV record for HI, but a formula with a FormulaCode [EQCODE] is no longer appropriate in this record.  For ECMPS, if you are calculating heat input from multiple fuels using Appendix D, you should report a formula with a FormulaCode of D-15A in the DHV record; otherwise, do not report a FormulaID.|CHECK||
41162|"You reported an InstallDate of [date], which is earlier than the date reported as the commence operation (CO) or commence commercial operation (CCO) date.  If the control was installed and operational as part of the original unit design, report ""1"" in the OriginalCode field and leave the InstallDate field blank.  If the control was installed between the CO and CCO dates and you have only reported the CCO date, use the CCO date as the InstallDate to eliminate this error."|CHECK||
41280|You reported [fieldnames] in the MHV record for [param].  This data should be blank.|CHECK||
41163|You reported a BeginDate of [date], which is earlier than the date reported as the commence operation (CO) or commence commercial operation (CCO) date.  If the fuel began to be used between the CO and CCO dates and you have only reported the CCO date, use the CCO date as the BeginDate to eliminate this error.|CHECK||
41164|You reported more than one diluent cap default record for CO2N in your monitoring plan that was active during the current hour.|CHECK||
41165|A DHV record indicates use of a diluent cap to calculate CO2, but you did not report an active CO2N default record in your monitoring plan for the hour.  Please note that the use of the diluent cap to calculate CO2 is only applicable to legacy data.|CHECK||
41166|You reported an LME monitoring methodology for [key], but you reported an inappropriate non-LME methodology for [parameters].|CHECK||
41167|You have reported a [param] method record for this unit indicating the use of an LME methodology, but you have not reported an [incomplete] Monitor Qualification record for the unit that spans the entire evaluation period.|CHECK||
41168|You reported a default record indicating the use of separate unit-and-fuel specific NOXR default values during base and peak load hours, but only combustion turbines can use separate unit-and-fuel specific NOXR default values during base and peak load hours.|CHECK||
41169|You did not report a MonitoringSystemID in the MHV record for NOXC.|CHECK||
41170|You have reported a default record for [key], but you have not reported a NOXR default value for this fuel for use during base load hours for the entire evaluation period.|CHECK||
41171|You have reported a default record for [key], but you have not reported a NOXR default value for this fuel for use during peak load hours that was active during the evaluation period.|CHECK||
41172|You have reported a default record for [key], but you have not reported a NOXR default value for this fuel for use during peak load hours for the entire evaluation period.|CHECK||
41173|You have reported a unit-and-fuel specific default record for [key], but you have not reported a generic maximum NOx emission rate default value for the fuel for use during missing data hours that was active during the evaluation period.|CHECK||
41174|You have reported a unit-and-fuel specific default record for [key], but you have not reported a generic maximum NOx emission rate default value for the fuel for use during missing data hours.|CHECK||
41175|"The OperatingConditionCode [value] reported for [key] is not appropriate for the DefaultSourceCode ""DEF"".  If you use a generic Part75 NOXR default, it must be used for all hours."|CHECK||
41176|You reported a value for [fieldname] for [key], which exceeds allowable value to qualify as an LME unit.|CHECK||
41177|You reported a value for [fieldname] for [key], but this value is not appropriate for the affected programs and/or qualification type.|CHECK||
41178|You reported an MODCCode of 06 in the MHV record for H2O, but the UnadjustedHourlyValue does not equal average of measured hour before and measured hour after.|CHECK||
41179|You reported an MODCCode of 06 in the DHV record for H2O, but the AdjustedHourlyValue does not equal average of measured hour before and measured hour after.|CHECK||
41180|You have indicated that this unit is exempt from reporting heat input.|CHECK||
41181|You did not report MonitoringSystemID in the DHV record for HI.  This information is required when you report measured data.|CHECK||
41182|The test was conducted at the same time as another Unit Default test with the same FuelCode and OperatingConditionCode.|CHECK||
41183|The Unit Default test contains fewer than three run records for OperatingLevelForRun [level].  A minimum of three runs are required at each operating level.|CHECK||
41184|You reported an invalid value in the NumberOfUnitsInGroup for this test.  The value must be greater than or equal to 2.|CHECK||
41185|You reported a value in [fieldname] for this test, but you did not report a GroupID.  This field only applies to a test that is conducted for a group of identical units.|CHECK||
41186|You reported an invalid value in the NumberOfTestsForGroup for this test.  This value is less than the minimum number of tests for the number of units in the group.|CHECK||
41187|The unit-and-fuel specific NOx emission rate reported in the Monitor Default record in your monitoring plan does not correspond to the default NOx emission rate recalculated from the run values in this test.|CHECK||
41188|The unit-and-fuel specific NOx default emission rate reported in the Monitor Default record for ParameterCode NOXR, DefaultPurposeCode LM, DefaultSourceCode TEST, FuelCode [fuel], OperatingConditionCode P does not correspond to the emission rate recalculated from the run values in this test.  The peak load default value should generally be 1.15 times the emission rate established by the test.|CHECK||
41189|You have not included in your monitoring plan a default record for ParameterCode NOXR, DefaultPurposeCode LM, DefaultSourceCode TEST, FuelCode [fuel], OperatingConditionCode P to report the unit-and-fuel-specific NOx emission rate for use during peak load hours that was determined by this test.|CHECK||
